BTCUSDT: n=17 winrate=35.29% R=12.0712
symbol,direction,entry,sl,tp1,tp2,tp3,opened_at,closed_at,exit_price,result,r_multiple
SANDUSDT,SHORT,0.2453,0.2579,0.21679999999999996,0.19918699999999995,0.18829999999999994,2024-09-16 00:00:00+00:00,2024-09-19 00:00:00+00:00,0.2579,LOSS,-1.0
SANDUSDT,SHORT,0.2701,0.2758,0.24590000000000004,0.23094440000000005,0.22170000000000006,2024-10-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,0.2701,WIN_P1,0.3
SANDUSDT,SHORT,0.2557,0.2626,0.1931,0.1544132,0.1305,2024-11-07 00:00:00+00:00,2024-11-08 00:00:00+00:00,0.2626,LOSS,-1.0
SANDUSDT,LONG,0.5746,0.55575,0.8003,0.9397826,1.026,2025-01-15 00:00:00+00:00,2025-01-19 00:00:00+00:00,0.55575,LOSS,-1.0
SANDUSDT,SHORT,0.2855,0.2913,0.2615,0.24666800000000003,0.23750000000000004,2025-03-24 00:00:00+00:00,2025-03-24 00:00:00+00:00,0.2913,LOSS,-1.0
SANDUSDT,SHORT,0.2679,0.275767,0.23210000000000003,0.20997560000000004,0.19630000000000003,2025-04-20 00:00:00+00:00,2025-04-21 00:00:00+00:00,0.275767,LOSS,-1.0
SANDUSDT,SHORT,0.2552,0.2604,0.19599999999999998,0.15941439999999996,0.13679999999999998,2025-07-04 00:00:00+00:00,2025-07-09 00:00:00+00:00,0.2604,LOSS,-1.0
SANDUSDT,SHORT,0.2655,0.2714,0.2596,0.2559538,0.2537,2025-10-10 00:00:00+00:00,2025-10-10 00:00:00+00:00,0.2655,WIN_P2,0.785
SANDUSDT,SHORT,0.2101,0.2266,0.1638,0.1351866,0.1175,2025-10-29 00:00:00+00:00,2025-11-07 00:00:00+00:00,0.2101,WIN_P1,0.3
SANDUSDT,SHORT,0.2047,0.2101,0.1708,0.1498498,0.13690000000000002,2025-11-09 00:00:00+00:00,2025-11-09 00:00:00+00:00,0.2101,LOSS,-1.0
SANDUSDT,SHORT,0.1554,0.164,0.08750000000000002,0.04553780000000002,0.019600000000000034,2025-12-04 00:00:00+00:00,2026-01-18 00:00:00+00:00,0.164,LOSS,-1.0


MANAUSDT: n=20 winrate=15.0% R=-2.6537
symbol,direction,entry,sl,tp1,tp2,tp3,opened_at,closed_at,exit_price,result,r_multiple
MANAUSDT,LONG,0.4877,0.477,0.5217,0.5427120000000001,0.5557000000000001,2024-02-23 00:00:00+00:00,2024-02-23 00:00:00+00:00,0.477,LOSS,-1.0
MANAUSDT,LONG,0.5896,0.5436,0.8795999999999999,1.0588199999999999,1.1696,2024-04-06 00:00:00+00:00,2024-04-12 00:00:00+00:00,0.5436,LOSS,-1.0
MANAUSDT,SHORT,0.4304,0.443,0.3609,0.317949,0.2914,2024-05-16 00:00:00+00:00,2024-05-17 00:00:00+00:00,0.443,LOSS,-1.0
MANAUSDT,SHORT,0.4652,0.4746,0.4339,0.4145566,0.4026,2024-05-26 00:00:00+00:00,2024-05-27 00:00:00+00:00,0.4746,LOSS,-1.0
MANAUSDT,SHORT,0.4415,0.4637,0.38989999999999997,0.3580112,0.33829999999999993,2024-06-03 00:00:00+00:00,2024-06-03 00:00:00+00:00,0.4637,LOSS,-1.0
MANAUSDT,SHORT,0.3841,0.39455,0.3726,0.36549299999999996,0.3611,2024-06-15 00:00:00+00:00,2024-06-17 00:00:00+00:00,0.3841,WIN_P2,0.785
MANAUSDT,SHORT,0.3236,0.34895,0.2543,0.21147260000000004,0.18500000000000005,2024-07-04 00:00:00+00:00,2024-07-15 00:00:00+00:00,0.34895,LOSS,-1.0
MANAUSDT,SHORT,0.2956,0.3019,0.22429999999999994,0.1802365999999999,0.1529999999999999,2024-10-14 00:00:00+00:00,2024-10-14 00:00:00+00:00,0.3019,LOSS,-1.0
MANAUSDT,LONG,0.5559,0.523,0.6954,0.781611,0.8349,2025-01-04 00:00:00+00:00,2025-01-07 00:00:00+00:00,0.523,LOSS,-1.0
MANAUSDT,SHORT,0.3276,0.3431,0.27890000000000004,0.24880340000000006,0.23020000000000007,2025-02-21 00:00:00+00:00,2025-02-21 00:00:00+00:00,0.3431,LOSS,-1.0
MANAUSDT,SHORT,0.2649,0.2806,0.23380000000000006,0.21458020000000008,0.2027000000000001,2025-03-24 00:00:00+00:00,2025-03-24 00:00:00+00:00,0.2806,LOSS,-1.0
MANAUSDT,SHORT,0.2453,0.25425,0.2124,0.1920678,0.17950000000000002,2025-04-06 00:00:00+00:00,2025-04-06 00:00:00+00:00,0.2453,WIN_P1,0.3
MANAUSDT,SHORT,0.2127,0.2276,0.18120000000000003,0.16173300000000004,0.14970000000000006,2025-04-08 00:00:00+00:00,2025-04-09 00:00:00+00:00,0.2276,LOSS,-1.0
MANAUSDT,SHORT,0.3168,0.338,0.2776,0.2533744,0.2384,2025-05-03 00:00:00+00:00,2025-05-09 00:00:00+00:00,0.338,LOSS,-1.0
MANAUSDT,SHORT,0.2808,0.289533,0.2238,0.188574,0.1668,2025-06-08 00:00:00+00:00,2025-06-09 00:00:00+00:00,0.289533,LOSS,-1.0
MANAUSDT,SHORT,0.2614,0.275,0.2096,0.1775876,0.1578,2025-06-24 00:00:00+00:00,2025-07-02 00:00:00+00:00,0.275,LOSS,-1.0
MANAUSDT,SHORT,0.2682,0.289533,0.24279999999999996,0.22710279999999994,0.21739999999999993,2025-07-09 00:00:00+00:00,2025-07-10 00:00:00+00:00,0.289533,LOSS,-1.0
MANAUSDT,SHORT,0.2722,0.2792,0.264,0.2589324,0.2558,2025-08-20 00:00:00+00:00,2025-08-20 00:00:00+00:00,0.2792,LOSS,-1.0
MANAUSDT,SHORT,0.3078,0.318833,0.2323,0.185641,0.1568,2025-10-02 00:00:00+00:00,2025-10-02 00:00:00+00:00,0.318833,LOSS,-1.0
MANAUSDT,SHORT,0.2411,0.2522,0.16750000000000004,0.12201520000000005,0.09390000000000007,2025-10-28 00:00:00+00:00,2026-02-05 00:00:00+00:00,0.09390000000000007,WIN,13.261261261261291


AXSUSDT: n=16 winrate=18.75% R=3.2796
symbol,direction,entry,sl,tp1,tp2,tp3,opened_at,closed_at,exit_price,result,r_multiple
AXSUSDT,LONG,9.685,9.171,10.941,11.717208000000001,12.197000000000001,2024-04-11 00:00:00+00:00,2024-04-12 00:00:00+00:00,9.171,LOSS,-1.0
AXSUSDT,SHORT,7.195,7.496667,5.965000000000001,5.204860000000001,4.735000000000001,2024-05-16 00:00:00+00:00,2024-05-17 00:00:00+00:00,7.496667,LOSS,-1.0
AXSUSDT,SHORT,7.743,7.996,7.401000000000001,7.189644000000001,7.059000000000001,2024-05-27 00:00:00+00:00,2024-05-27 00:00:00+00:00,7.996,LOSS,-1.0
AXSUSDT,SHORT,7.76,8.008,7.010999999999999,6.548117999999999,6.261999999999999,2024-06-03 00:00:00+00:00,2024-06-03 00:00:00+00:00,8.008,LOSS,-1.0
AXSUSDT,SHORT,6.081,6.255,5.071000000000001,4.446820000000001,4.061000000000001,2024-06-27 00:00:00+00:00,2024-06-27 00:00:00+00:00,6.255,LOSS,-1.0
AXSUSDT,SHORT,6.103,6.253667,5.672999999999999,5.407259999999999,5.2429999999999986,2024-07-28 00:00:00+00:00,2024-08-02 00:00:00+00:00,5.2429999999999986,WIN,5.707951973557576
AXSUSDT,SHORT,4.208,4.345,3.2490000000000006,2.6563380000000008,2.290000000000001,2024-09-07 00:00:00+00:00,2024-09-08 00:00:00+00:00,4.345,LOSS,-1.0
AXSUSDT,LONG,6.421,6.25025,8.154,9.224994000000002,9.887,2025-01-02 00:00:00+00:00,2025-01-08 00:00:00+00:00,6.25025,LOSS,-1.0
AXSUSDT,SHORT,3.355,3.513,2.747,2.371256,2.139,2025-03-24 00:00:00+00:00,2025-03-24 00:00:00+00:00,3.513,LOSS,-1.0
AXSUSDT,SHORT,2.403,2.571,1.807,1.438672,1.2109999999999999,2025-04-12 00:00:00+00:00,2025-04-23 00:00:00+00:00,2.571,LOSS,-1.0
AXSUSDT,SHORT,2.605,2.698,2.509,2.4496719999999996,2.413,2025-05-03 00:00:00+00:00,2025-05-03 00:00:00+00:00,2.605,WIN_P2,0.785
AXSUSDT,SHORT,2.553,2.663,2.005,1.6663359999999998,1.4569999999999999,2025-06-10 00:00:00+00:00,2025-06-10 00:00:00+00:00,2.663,LOSS,-1.0
AXSUSDT,SHORT,2.228,2.313,2.0080000000000005,1.8720400000000006,1.7880000000000007,2025-06-26 00:00:00+00:00,2025-06-29 00:00:00+00:00,2.313,LOSS,-1.0
AXSUSDT,SHORT,2.425,2.581,1.9019999999999997,1.5787859999999996,1.3789999999999996,2025-09-16 00:00:00+00:00,2025-09-18 00:00:00+00:00,2.581,LOSS,-1.0
AXSUSDT,SHORT,1.6,1.675,1.233,1.006194,0.8660000000000001,2025-10-26 00:00:00+00:00,2025-12-17 00:00:00+00:00,0.8660000000000001,WIN,9.786666666666672
AXSUSDT,SHORT,0.956,1.018,0.827,0.7472779999999999,0.698,2026-01-11 00:00:00+00:00,2026-01-13 00:00:00+00:00,1.018,LOSS,-1.0


FLOWUSDT: n=18 winrate=22.22% R=-2.3355
symbol,direction,entry,sl,tp1,tp2,tp3,opened_at,closed_at,exit_price,result,r_multiple
FLOWUSDT,LONG,0.96,0.896,1.1629999999999998,1.2884539999999998,1.3659999999999997,2024-02-23 00:00:00+00:00,2024-02-28 00:00:00+00:00,0.896,LOSS,-1.0
FLOWUSDT,LONG,1.188,1.123,1.559,1.788278,1.93,2024-04-12 00:00:00+00:00,2024-04-12 00:00:00+00:00,1.123,LOSS,-1.0
FLOWUSDT,LONG,0.954,0.927,1.1069999999999998,1.2015539999999998,1.2599999999999998,2024-05-21 00:00:00+00:00,2024-05-23 00:00:00+00:00,0.927,LOSS,-1.0
FLOWUSDT,SHORT,0.721,0.777,0.638,0.5867060000000001,0.555,2024-06-17 00:00:00+00:00,2024-07-04 00:00:00+00:00,0.555,WIN,2.9642857142857104
FLOWUSDT,SHORT,0.634,0.658,0.5770000000000001,0.5417740000000001,0.5200000000000001,2024-07-26 00:00:00+00:00,2024-07-26 00:00:00+00:00,0.658,LOSS,-1.0
FLOWUSDT,SHORT,0.536,0.549,0.43400000000000005,0.37096400000000007,0.3320000000000001,2024-09-18 00:00:00+00:00,2024-09-19 00:00:00+00:00,0.549,LOSS,-1.0
FLOWUSDT,SHORT,0.541,0.560333,0.41200000000000003,0.332278,0.28300000000000003,2024-10-14 00:00:00+00:00,2024-10-14 00:00:00+00:00,0.560333,LOSS,-1.0
FLOWUSDT,SHORT,0.484,0.497,0.377,0.310874,0.27,2024-11-04 00:00:00+00:00,2024-11-05 00:00:00+00:00,0.497,LOSS,-1.0
FLOWUSDT,LONG,0.728,0.697,0.912,1.025712,1.096,2025-01-02 00:00:00+00:00,2025-01-08 00:00:00+00:00,0.697,LOSS,-1.0
FLOWUSDT,LONG,0.731,0.697,0.9019999999999999,1.0076779999999999,1.073,2025-01-15 00:00:00+00:00,2025-01-19 00:00:00+00:00,0.697,LOSS,-1.0
FLOWUSDT,SHORT,0.516,0.5285,0.441,0.39465,0.366,2025-02-22 00:00:00+00:00,2025-02-22 00:00:00+00:00,0.5285,LOSS,-1.0
FLOWUSDT,SHORT,0.424,0.435333,0.31399999999999995,0.2460199999999999,0.2039999999999999,2025-03-27 00:00:00+00:00,2025-05-09 00:00:00+00:00,0.424,WIN_P1,0.3
FLOWUSDT,SHORT,0.365,0.382,0.299,0.258212,0.23299999999999998,2025-06-08 00:00:00+00:00,2025-06-09 00:00:00+00:00,0.382,LOSS,-1.0
FLOWUSDT,SHORT,0.33,0.351,0.30300000000000005,0.28631400000000007,0.2760000000000001,2025-06-25 00:00:00+00:00,2025-07-09 00:00:00+00:00,0.351,LOSS,-1.0
FLOWUSDT,SHORT,0.422,0.435333,0.368,0.334628,0.314,2025-09-13 00:00:00+00:00,2025-10-10 00:00:00+00:00,0.314,WIN,8.100202505062601
FLOWUSDT,SHORT,0.272,0.287,0.22200000000000003,0.19110000000000005,0.17200000000000004,2025-10-26 00:00:00+00:00,2025-11-07 00:00:00+00:00,0.272,WIN_P1,0.3
FLOWUSDT,SHORT,0.26,0.267,0.249,0.242202,0.238,2025-11-20 00:00:00+00:00,2025-11-20 00:00:00+00:00,0.267,LOSS,-1.0
FLOWUSDT,SHORT,0.216,0.223,0.16899999999999998,0.13995399999999997,0.12199999999999997,2025-12-02 00:00:00+00:00,2025-12-02 00:00:00+00:00,0.223,LOSS,-1.0


CHZUSDT: n=16 winrate=18.75% R=3.6458
symbol,direction,entry,sl,tp1,tp2,tp3,opened_at,closed_at,exit_price,result,r_multiple
CHZUSDT,LONG,0.10167,0.09754,0.11035,0.11571424000000001,0.11903000000000001,2024-02-13 00:00:00+00:00,2024-02-16 00:00:00+00:00,0.11903000000000001,WIN,4.203389830508483
CHZUSDT,LONG,0.12631,0.11978,0.15313,0.16970476,0.17995,2024-05-13 00:00:00+00:00,2024-05-13 00:00:00+00:00,0.11978,LOSS,-1.0
CHZUSDT,LONG,0.1168,0.11329,0.13811,0.15127958,0.15942,2024-05-24 00:00:00+00:00,2024-05-29 00:00:00+00:00,0.15942,WIN,12.142450142450146
CHZUSDT,SHORT,0.0537,0.054815,0.0508,0.0490078,0.0479,2024-08-19 00:00:00+00:00,2024-08-20 00:00:00+00:00,0.054815,LOSS,-1.0
CHZUSDT,SHORT,0.0517,0.0531,0.03760000000000001,0.02888620000000001,0.023500000000000014,2024-09-09 00:00:00+00:00,2024-09-09 00:00:00+00:00,0.0531,LOSS,-1.0
CHZUSDT,SHORT,0.0619,0.06341,0.0433,0.0318052,0.0247,2024-11-07 00:00:00+00:00,2024-11-09 00:00:00+00:00,0.06341,LOSS,-1.0
CHZUSDT,LONG,0.0879,0.085625,0.11340000000000001,0.12915900000000002,0.13890000000000002,2025-01-03 00:00:00+00:00,2025-01-07 00:00:00+00:00,0.085625,LOSS,-1.0
CHZUSDT,SHORT,0.04548,0.04724,0.032659999999999995,0.02473723999999999,0.01983999999999999,2025-03-24 00:00:00+00:00,2025-03-24 00:00:00+00:00,0.04724,LOSS,-1.0
CHZUSDT,SHORT,0.03725,0.03909,0.03199,0.02873932,0.026729999999999997,2025-04-14 00:00:00+00:00,2025-04-22 00:00:00+00:00,0.03909,LOSS,-1.0
CHZUSDT,SHORT,0.04252,0.04365,0.04076,0.03967232,0.03899999999999999,2025-05-03 00:00:00+00:00,2025-05-03 00:00:00+00:00,0.04252,WIN_P1,0.3
CHZUSDT,SHORT,0.03808,0.04088,0.028500000000000004,0.022579560000000005,0.018920000000000006,2025-06-08 00:00:00+00:00,2025-06-11 00:00:00+00:00,0.04088,LOSS,-1.0
CHZUSDT,SHORT,0.03513,0.03787,0.028820000000000005,0.024920420000000006,0.02251000000000001,2025-06-24 00:00:00+00:00,2025-07-09 00:00:00+00:00,0.03787,LOSS,-1.0
CHZUSDT,SHORT,0.04105,0.04265,0.03452,0.03048446,0.02799,2025-08-29 00:00:00+00:00,2025-09-09 00:00:00+00:00,0.04265,LOSS,-1.0
CHZUSDT,SHORT,0.04177,0.0435,0.03962,0.0382913,0.03747,2025-09-17 00:00:00+00:00,2025-09-18 00:00:00+00:00,0.0435,LOSS,-1.0
CHZUSDT,SHORT,0.03194,0.03421,0.025890000000000003,0.022151100000000003,0.019840000000000003,2025-10-29 00:00:00+00:00,2025-11-07 00:00:00+00:00,0.03421,LOSS,-1.0
CHZUSDT,SHORT,0.03099,0.03259,0.022139999999999996,0.016670699999999993,0.013289999999999993,2025-12-04 00:00:00+00:00,2025-12-09 00:00:00+00:00,0.03259,LOSS,-1.0


ENSUSDT: n=19 winrate=21.05% R=10.0577
symbol,direction,entry,sl,tp1,tp2,tp3,opened_at,closed_at,exit_price,result,r_multiple
ENSUSDT,LONG,22.17,20.43,25.92,28.237500000000004,29.67,2024-02-28 00:00:00+00:00,2024-02-28 00:00:00+00:00,20.43,LOSS,-1.0
ENSUSDT,LONG,16.58,16.2,18.36,19.46004,20.139999999999997,2024-04-30 00:00:00+00:00,2024-04-30 00:00:00+00:00,16.2,LOSS,-1.0
ENSUSDT,LONG,26.64,24.975,36.3,42.26988,45.96,2024-07-20 00:00:00+00:00,2024-08-01 00:00:00+00:00,24.975,LOSS,-1.0
ENSUSDT,SHORT,16.85,17.95,11.580000000000002,8.323140000000002,6.310000000000002,2024-09-10 00:00:00+00:00,2024-09-13 00:00:00+00:00,17.95,LOSS,-1.0
ENSUSDT,SHORT,17.86,18.26,15.099999999999998,13.394319999999997,12.339999999999996,2024-09-20 00:00:00+00:00,2024-09-20 00:00:00+00:00,18.26,LOSS,-1.0
ENSUSDT,SHORT,17.2,17.78,11.52,8.00976,5.84,2024-10-13 00:00:00+00:00,2024-10-14 00:00:00+00:00,17.78,LOSS,-1.0
ENSUSDT,SHORT,18.02,18.59,15.969999999999999,14.7031,13.919999999999998,2024-10-22 00:00:00+00:00,2024-10-30 00:00:00+00:00,18.02,WIN_P1,0.3
ENSUSDT,LONG,33.33,32.59,38.68,41.9863,44.03,2025-01-08 00:00:00+00:00,2025-01-08 00:00:00+00:00,32.59,LOSS,-1.0
ENSUSDT,LONG,31.71,30.46,37.69,41.385639999999995,43.669999999999995,2025-01-15 00:00:00+00:00,2025-01-19 00:00:00+00:00,31.71,WIN_P1,0.3
ENSUSDT,SHORT,17.0,17.52,9.979999999999999,5.641639999999997,2.9599999999999973,2025-03-21 00:00:00+00:00,2025-03-24 00:00:00+00:00,17.52,LOSS,-1.0
ENSUSDT,SHORT,13.55,14.41,11.780000000000001,10.686140000000002,10.010000000000002,2025-04-11 00:00:00+00:00,2025-04-11 00:00:00+00:00,14.41,LOSS,-1.0
ENSUSDT,SHORT,13.88,14.73,11.370000000000001,9.81882,8.860000000000001,2025-04-18 00:00:00+00:00,2025-04-21 00:00:00+00:00,14.73,LOSS,-1.0
ENSUSDT,SHORT,18.83,19.385,13.2,9.720659999999999,7.57,2025-07-01 00:00:00+00:00,2025-07-02 00:00:00+00:00,19.385,LOSS,-1.0
ENSUSDT,SHORT,18.94,19.385,17.080000000000002,15.930520000000001,15.220000000000002,2025-07-09 00:00:00+00:00,2025-07-09 00:00:00+00:00,19.385,LOSS,-1.0
ENSUSDT,LONG,24.2,23.24,26.009999999999998,27.128579999999996,27.819999999999997,2025-09-12 00:00:00+00:00,2025-09-15 00:00:00+00:00,23.24,LOSS,-1.0
ENSUSDT,SHORT,15.94,16.31,12.399999999999999,10.212279999999998,8.859999999999998,2025-10-28 00:00:00+00:00,2025-12-19 00:00:00+00:00,8.859999999999998,WIN,19.13513513513518
ENSUSDT,SHORT,9.43,9.635,6.17,4.15532,2.91,2025-12-27 00:00:00+00:00,2025-12-27 00:00:00+00:00,9.635,LOSS,-1.0
ENSUSDT,SHORT,10.87,11.56,10.12,9.6565,9.37,2026-01-14 00:00:00+00:00,2026-01-19 00:00:00+00:00,9.37,WIN,2.1739130434782568
ENSUSDT,SHORT,6.76,7.006667,4.95,3.83142,3.1400000000000006,2026-02-22 00:00:00+00:00,2026-02-26 00:00:00+00:00,6.23,FLAT,2.148645745073311


APEUSDT: n=22 winrate=31.82% R=1.1612
symbol,direction,entry,sl,tp1,tp2,tp3,opened_at,closed_at,exit_price,result,r_multiple
APEUSDT,SHORT,1.476,1.538,1.372,1.3077280000000002,1.2680000000000002,2024-02-13 00:00:00+00:00,2024-02-14 00:00:00+00:00,1.538,LOSS,-1.0
APEUSDT,SHORT,1.252,1.302,1.122,1.0416600000000003,0.9920000000000002,2024-05-18 00:00:00+00:00,2024-05-21 00:00:00+00:00,1.302,LOSS,-1.0
APEUSDT,SHORT,1.319,1.351,1.17,1.077918,1.021,2024-06-05 00:00:00+00:00,2024-06-05 00:00:00+00:00,1.351,LOSS,-1.0
APEUSDT,SHORT,1.072,1.1,0.9380000000000002,0.8551880000000003,0.8040000000000003,2024-06-14 00:00:00+00:00,2024-07-04 00:00:00+00:00,0.8040000000000003,WIN,9.571428571428555
APEUSDT,SHORT,0.723,0.7695,0.502,0.36542199999999997,0.281,2024-10-13 00:00:00+00:00,2024-10-14 00:00:00+00:00,0.7695,LOSS,-1.0
APEUSDT,LONG,1.189,1.155,1.4889999999999999,1.6743999999999999,1.789,2025-01-08 00:00:00+00:00,2025-01-08 00:00:00+00:00,1.155,LOSS,-1.0
APEUSDT,SHORT,0.719,0.7695,0.631,0.576616,0.543,2025-02-17 00:00:00+00:00,2025-03-04 00:00:00+00:00,0.543,WIN,3.4851485148514847
APEUSDT,SHORT,0.5264,0.5426,0.35369999999999996,0.24697139999999995,0.18099999999999994,2025-03-19 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.5426,LOSS,-1.0
APEUSDT,SHORT,0.5545,0.5737,0.5081,0.4794248,0.4617,2025-03-27 00:00:00+00:00,2025-03-28 00:00:00+00:00,0.5545,WIN_P1,0.3
APEUSDT,SHORT,0.4072,0.42,0.3196,0.2654632,0.23199999999999998,2025-04-11 00:00:00+00:00,2025-04-11 00:00:00+00:00,0.42,LOSS,-1.0
APEUSDT,SHORT,0.4347,0.4488,0.3631,0.3188512,0.2915,2025-04-19 00:00:00+00:00,2025-04-19 00:00:00+00:00,0.4488,LOSS,-1.0
APEUSDT,SHORT,0.5313,0.5465,0.47729999999999995,0.4439279999999999,0.4232999999999999,2025-05-01 00:00:00+00:00,2025-05-01 00:00:00+00:00,0.5465,LOSS,-1.0
APEUSDT,SHORT,0.6123,0.6282,0.5488,0.5095569999999999,0.48529999999999995,2025-06-26 00:00:00+00:00,2025-06-26 00:00:00+00:00,0.6282,LOSS,-1.0
APEUSDT,SHORT,0.5951,0.6373,0.5426,0.5101549999999999,0.4901,2025-07-05 00:00:00+00:00,2025-07-10 00:00:00+00:00,0.6373,LOSS,-1.0
APEUSDT,SHORT,0.6701,0.6869,0.6052000000000001,0.5650918,0.5403000000000001,2025-07-19 00:00:00+00:00,2025-07-19 00:00:00+00:00,0.6869,LOSS,-1.0
APEUSDT,SHORT,0.6262,0.654,0.5747,0.5428729999999999,0.5232,2025-08-18 00:00:00+00:00,2025-08-22 00:00:00+00:00,0.6262,WIN_P1,0.3
APEUSDT,SHORT,0.6368,0.6499,0.5537,0.5023441999999999,0.4705999999999999,2025-08-24 00:00:00+00:00,2025-09-13 00:00:00+00:00,0.6368,WIN_P1,0.3
APEUSDT,SHORT,0.5876,0.6243,0.5237,0.4842098000000001,0.4598000000000001,2025-09-17 00:00:00+00:00,2025-09-22 00:00:00+00:00,0.5876,WIN_P1,0.3
APEUSDT,SHORT,0.2516,0.2688,0.2293,0.2155186,0.20700000000000002,2025-12-04 00:00:00+00:00,2025-12-09 00:00:00+00:00,0.2516,WIN_P1,0.3
APEUSDT,SHORT,0.2123,0.2198,0.1757,0.1530812,0.1391,2025-12-16 00:00:00+00:00,2026-01-03 00:00:00+00:00,0.2198,LOSS,-1.0
APEUSDT,SHORT,0.1283,0.131,0.11559999999999998,0.10775139999999997,0.10289999999999996,2026-02-10 00:00:00+00:00,2026-02-13 00:00:00+00:00,0.131,LOSS,-1.0
APEUSDT,SHORT,0.1111,0.1197,0.0847,0.0683848,0.05829999999999999,2026-02-20 00:00:00+00:00,2026-02-26 00:00:00+00:00,0.1059,FLAT,0.6046511627906991


QNTUSDT: n=16 winrate=25.0% R=-10.315
symbol,direction,entry,sl,tp1,tp2,tp3,opened_at,closed_at,exit_price,result,r_multiple
QNTUSDT,LONG,110.0,107.2,115.4,118.73720000000002,120.80000000000001,2024-02-19 00:00:00+00:00,2024-02-20 00:00:00+00:00,107.2,LOSS,-1.0
QNTUSDT,SHORT,86.2,89.1,73.5,65.6514,60.8,2024-06-08 00:00:00+00:00,2024-06-10 00:00:00+00:00,89.1,LOSS,-1.0
QNTUSDT,SHORT,79.8,81.7,66.8,58.76599999999999,53.8,2024-06-18 00:00:00+00:00,2024-07-16 00:00:00+00:00,79.8,WIN_P1,0.3
QNTUSDT,SHORT,64.4,69.3,39.900000000000006,24.759,15.400000000000006,2024-08-22 00:00:00+00:00,2024-08-23 00:00:00+00:00,69.3,LOSS,-1.0
QNTUSDT,SHORT,73.8,77.95,59.6,50.824400000000004,45.400000000000006,2024-09-23 00:00:00+00:00,2024-09-23 00:00:00+00:00,77.95,LOSS,-1.0
QNTUSDT,SHORT,66.1,67.9,58.0,52.994200000000006,49.900000000000006,2024-10-17 00:00:00+00:00,2024-10-21 00:00:00+00:00,67.9,LOSS,-1.0
QNTUSDT,SHORT,61.9,63.3,51.800000000000004,45.55820000000001,41.70000000000001,2024-11-07 00:00:00+00:00,2024-11-07 00:00:00+00:00,63.3,LOSS,-1.0
QNTUSDT,LONG,105.0,99.86,123.5,134.933,142.0,2025-01-15 00:00:00+00:00,2025-01-19 00:00:00+00:00,105.0,WIN_P1,0.3
QNTUSDT,SHORT,76.9,80.1,56.900000000000006,44.540000000000006,36.900000000000006,2025-03-21 00:00:00+00:00,2025-03-24 00:00:00+00:00,80.1,LOSS,-1.0
QNTUSDT,SHORT,68.1,72.6,63.19999999999999,60.17179999999998,58.29999999999998,2025-04-05 00:00:00+00:00,2025-04-12 00:00:00+00:00,68.1,WIN_P2,0.785
QNTUSDT,SHORT,65.8,70.9,59.300000000000004,55.28300000000001,52.80000000000001,2025-04-20 00:00:00+00:00,2025-04-23 00:00:00+00:00,70.9,LOSS,-1.0
QNTUSDT,LONG,110.02,106.08,117.66,122.38152,125.3,2025-08-12 00:00:00+00:00,2025-08-14 00:00:00+00:00,110.02,WIN_P1,0.3
QNTUSDT,LONG,109.08,106.08,116.72,121.44152,124.36,2025-08-16 00:00:00+00:00,2025-08-18 00:00:00+00:00,106.08,LOSS,-1.0
QNTUSDT,SHORT,81.35,87.58,64.02,53.31005999999999,46.69,2025-10-28 00:00:00+00:00,2025-11-05 00:00:00+00:00,87.58,LOSS,-1.0
QNTUSDT,SHORT,75.68,79.14,66.68,61.11800000000001,57.68000000000001,2026-01-02 00:00:00+00:00,2026-01-02 00:00:00+00:00,79.14,LOSS,-1.0
QNTUSDT,SHORT,77.06,80.9,69.16,64.27779999999998,61.25999999999999,2026-01-14 00:00:00+00:00,2026-01-17 00:00:00+00:00,80.9,LOSS,-1.0


EGLDUSDT: n=22 winrate=13.64% R=-2.8499
symbol,direction,entry,sl,tp1,tp2,tp3,opened_at,closed_at,exit_price,result,r_multiple
EGLDUSDT,LONG,60.83,59.13,62.41,63.38643999999999,63.989999999999995,2024-02-15 00:00:00+00:00,2024-02-15 00:00:00+00:00,59.13,LOSS,-1.0
EGLDUSDT,LONG,57.43,56.01,68.77000000000001,75.77812,80.11000000000001,2024-02-23 00:00:00+00:00,2024-02-23 00:00:00+00:00,56.01,LOSS,-1.0
EGLDUSDT,LONG,52.84,51.405,55.43000000000001,57.03062000000001,58.02000000000001,2024-04-11 00:00:00+00:00,2024-04-11 00:00:00+00:00,51.405,LOSS,-1.0
EGLDUSDT,SHORT,39.89,40.7,31.72,26.670939999999995,23.549999999999997,2024-05-07 00:00:00+00:00,2024-05-07 00:00:00+00:00,40.7,LOSS,-1.0
EGLDUSDT,SHORT,39.99,41.8,35.28,32.36922,30.57,2024-05-17 00:00:00+00:00,2024-05-21 00:00:00+00:00,41.8,LOSS,-1.0
EGLDUSDT,SHORT,39.92,42.91,36.03,33.62598,32.14,2024-05-28 00:00:00+00:00,2024-06-07 00:00:00+00:00,39.92,WIN_P2,0.785
EGLDUSDT,SHORT,32.57,33.5,29.770000000000003,28.039600000000004,26.970000000000006,2024-06-15 00:00:00+00:00,2024-06-16 00:00:00+00:00,33.5,LOSS,-1.0
EGLDUSDT,SHORT,33.58,34.26,30.86,29.17904,28.14,2024-07-27 00:00:00+00:00,2024-08-03 00:00:00+00:00,28.14,WIN,8.0
